2025-11-01 14:52:16 | INFO | \U0001f680 ETL script started
2025-11-01 14:52:18 | INFO | NumExpr defaulting to 8 threads.
2025-11-01 15:07:15 | INFO | \U0001f680 ETL script started
2025-11-01 16:14:35 | INFO | \U0001f680 ETL script started
2025-11-01 16:25:11 | INFO | \U0001f680 ETL script started
2025-11-01 16:27:05 | INFO | \U0001f680 ETL script started
2025-11-01 16:27:05 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:27:09 | INFO | \u2705 Raw data updated. Total rows: 5142
2025-11-01 16:27:09 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:28:43 | INFO | \U0001f680 ETL script started
2025-11-01 16:29:48 | INFO | \U0001f680 ETL script started
2025-11-01 16:30:00 | INFO | \U0001f680 ETL script started
2025-11-01 16:30:12 | INFO | \U0001f680 ETL script started
2025-11-01 16:31:45 | INFO | \U0001f680 ETL script started
2025-11-01 16:32:25 | INFO | \U0001f680 ETL script started
2025-11-01 16:32:25 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:32:29 | INFO | \u2705 Raw data updated. Total rows: 5144
2025-11-01 16:33:02 | INFO | \U0001f680 ETL script started
2025-11-01 16:33:02 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:33:07 | INFO | \u2705 Raw data updated. Total rows: 5144
2025-11-01 16:33:07 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:33:44 | INFO | \U0001f680 ETL script started
2025-11-01 16:33:44 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:33:48 | INFO | \u2705 Raw data extracted and saved: C:/Users/cw_86/Desktop/crypto/crypto_raw.csv
2025-11-01 16:33:48 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:35:01 | INFO | \U0001f680 ETL script started
2025-11-01 16:35:01 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:35:03 | ERROR | \u274c Unexpected error: [Errno 13] Permission denied: 'C:/Users/cw_86/Desktop/crypto/crypto_raw.csv'
2025-11-01 16:35:03 | ERROR | \u274c Extraction failed.
2025-11-01 16:35:26 | INFO | \U0001f680 ETL script started
2025-11-01 16:35:26 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:35:32 | INFO | \u2705 Raw data updated. Total rows: 5003
2025-11-01 16:35:32 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:35:44 | INFO | \U0001f680 ETL script started
2025-11-01 16:35:44 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:35:52 | INFO | \u2705 Raw data updated. Total rows: 5003
2025-11-01 16:35:52 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:35:52 | INFO | \U0001f680 ETL script started
2025-11-01 16:35:52 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:35:56 | INFO | \u2705 Raw data updated. Total rows: 5003
2025-11-01 16:35:56 | INFO | \u2705 Extraction successful. Retrieved 5000 records.
2025-11-01 16:39:17 | INFO | \U0001f680 ETL script started
2025-11-01 16:39:17 | INFO | \U0001f680 Extracting data from CoinMarketCap API...
2025-11-01 16:39:21 | ERROR | \u274c Unexpected error: [Errno 13] Permission denied: 'C:/Users/cw_86/Desktop/crypto/crypto_raw.csv'
2025-11-01 16:39:21 | ERROR | \u274c Extraction failed.
2025-11-01 16:39:52 | INFO | \U0001f680 ETL script started
